TemperaturaMaxC,TemperaturaPromC,TemperaturaMinC,HumedadMax,HumedadProm,HumedadMin,VientoMaxKMXH,VientoPromKMXH,PrecipitacionMM,Eventos
22,14,8,76,53,33,23,6,0,0
22,14,8,93,58,27,23,6,0,0
22,19,15,73,61,43,24,6,0,0
22,12,3,81,43,19,24,6,0,0
22,13,6,100,73,40,27,6,0,0
22,13,6,93,64,33,27,6,0,0
22,12,3,87,55,27,13,8,0,0
22,16,10,71,50,28,13,8,0,0
22,14,7,76,50,27,14,8,0,0
22,13,4,70,42,23,14,8,0,0
22,14,7,93,57,33,16,8,0,0
22,13,5,87,52,27,19,8,0,0
22,14,7,93,55,27,19,8,0,0
22,14,7,81,49,22,19,8,0,0
22,17,12,94,74,49,21,8,0,0
22,14,7,93,57,33,21,8,0,0
22,13,5,87,55,23,23,8,0,0
22,18,15,82,63,46,24,8,0,0
22,17,13,77,54,40,24,8,0,0
22,14,7,93,62,33,24,8,0,0
22,14,7,93,55,26,26,8,0,0
22,16,11,94,72,43,26,8,0,0
22,16,11,100,75,43,27,8,0,0
22,16,10,94,70,27,27,8,0,0
22,14,7,93,61,33,29,8,0,0
22,13,6,76,50,28,34,8,0,0
22,16,9,82,54,27,16,10,0,0
22,17,13,94,62,33,16,10,0,0
22,16,9,47,36,21,16,10,0,0
22,16,9,82,56,38,19,10,0,0
22,16,9,94,51,25,19,10,0,0
22,16,9,76,52,22,19,10,0,0
22,16,9,83,55,31,21,10,0,0
22,14,7,87,61,38,23,10,0,0
22,16,10,94,68,38,24,10,0,0
22,19,16,94,74,45,24,10,0,0
22,14,7,82,48,23,26,10,0,0
22,18,15,77,61,40,27,10,0,0
22,14,8,94,57,23,27,10,0,0
22,14,7,93,61,35,29,10,0,0
22,17,12,72,48,24,21,11,0,0
22,16,10,87,62,43,24,11,0,0
22,19,17,82,52,21,24,11,0,0
22,16,9.444444444,87,61,34,26,11,0,0
22,16,9,76,48,31,27,11,0,0
22,11,0,70,40,17,32,11,0,0
22,17,11,76,38,13,32,11,0,0
22,18,14,68,46,25,37,11,0,0
22,17,13,67,46,29,21,13,0,0
22,17,13,67,53,35,26,13,0,0
22,13,6,76,43,24,26,13,0,0
22,16,11,58,38,20,26,13,0,0
22,18,14,77,45,23,29,13,0,0
22,18,13,94,71,46,37,13,0,0
22,17,13,82,44,15,21,14,0,0
22,17,13,88,63,33,23,14,0,0
22,14,7,82,51,25,23,14,0,0
22,16,9.444444444,87,61,34,26,14,0,0
22,18,12,59,42,16,29,14,0,0
22,17,13,88,65,46,23,16,0,0
22,16,9,66,44,23,23,16,0,0
22,13,6,61,33,14,26,16,0,0
22,18,13,88,71,43,29,16,0,0
22,16,11,67,45,25,29,16,0,0
22,16,9,66,37,15,32,16,0,0
22,18,13,63,42,22,32,16,0,0
22,17,13,77,48,31,35,18,0,0
22,17,12,67,44,23,27,19,0,0
22,14,8,76,48,21,29,19,0,0
22,16,9,76,46,23,32,19,0,0
22,17,13,63,34,22,26,21,0,0
22,19,15,94,75,50,37,21,0,0
22,18,14,77,57,29,37,26,0,0
21,16,10,100,82,56,8,2,0,0
21,12,4,93,61,38,11,2,0,0
21,12,3,93,66,30,11,2,0,0
21,13,7,100,74,43,11,2,0,0
21,14,9,94,64,35,21,2,0,0
21,12,4,100,71,35,8,3,0,0
21,12,4,100,68,37,8,3,0,0
21,16,10,100,77,43,8,3,0,0
21,14,8,100,74,40,8,3,0,0
21,11,2,93,59,28,10,3,0,0
21,12,3,75,47,18,10,3,0,0
21,13,5,93,64,35,10,3,0,0
21,12,4,100,69,33,11,3,0,0
21,16,11,88,71,43,11,3,0,0
21,16,12,100,78,49,13,3,0,0
21,13,6,100,67,35,13,3,0,0
21,13,7,94,65,37,14,3,0,0
21,12,4,87,62,28,16,3,0,0
21,12,3,93,57,27,19,3,0,0
21,12,4,93,75,46,24,3,0,0
21,12,4,93,65,33,8,5,0,0
21,11,1,70,37,11,8,5,0,0
21,13,5,87,69,40,10,5,0,0
21,11,2,81,49,18,10,5,0,0
21,11,2,87,53,16,10,5,0,0
21,13,7,87,62,33,10,5,0,0
21,13,7,61,39,16,10,5,0,0
21,11,2,93,49,15,10,5,0,0
21,16,10,94,71,37,10,5,0,0
21,12,3,93,63,30,11,5,0,0
21,13,5,93,66,37,11,5,0,0
21,14,8,82,58,33,11,5,0,0
21,11,2,87,59,27,11,5,0,0
21,17,13,88,73,43,11,5,0,0
21,12,3,87,55,16,11,5,0,0
21,12,4,93,62,23,11,5,0,0
21,13,4,100,75,33,11,5,0,0
21,14,9,94,74,46,13,5,0,0
21,14,8,87,55,33,13,5,0,0
21,12,4,87,60,31,13,5,0,0
21,14,8,100,82,56,13,5,0,0
21,11,2,93,62,28,13,5,0,0
21,13,6,100,75,33,13,5,0,0
21,14,9,94,72,43,14,5,0,0
21,13,7,93,50,18,14,5,0,0
21,14,8,100,81,46,14,5,0,0
21,16,12,100,76,49,14,5,0,0
21,11,2,81,51,23,14,5,0,0
21,14,8,100,79,46,14,5,0,0
21,17,13,72,58,40,19,5,0,0
21,13,5,93,63,15,24,5,0,0
21,13,6,100,78,38,24,5,0,0
21,13,7,93,69,38,10,6,0,0
21,13,6,87,60,33,10,6,0,0
21,13,5,76,57,33,11,6,0,0
21,14,9,100,74,43,11,6,0,0
21,13,7,93,67,33,11,6,0,0
21,13,5,81,49,28,11,6,0,0
21,13,7,87,63,40,11,6,0,0
21,11,2,70,33,14,11,6,0,0
21,13,7,81,56,40,13,6,0,0
21,12,3,93,57,28,13,6,0,0
21,12,3,75,51,27,13,6,0,0
21,14,9,93,65,33,13,6,0,0
21,11,2,100,54,8,13,6,0,0
21,12,3,81,48,23,14,6,0,0
21,12,4,87,47,23,14,6,0,0
21,13,5,87,60,33,14,6,0,0
21,12,3,81,51,21,14,6,0,0
21,13,6,93,65,35,14,6,0,0
21,11,2,100,64,30,14,6,0,0
21,16,12,94,73,45,14,6,0,0
21,16,11,94,66,35,16,6,0,0
21,14,9,93,66,40,16,6,0,0
21,17,14,88,74,60,16,6,0,0
21,14,8,93,64,37,19,6,0,0
21,13,6,87,57,30,19,6,0,0
21,12,4,81,42,18,19,6,0,0
21,11,1,87,48,11,19,6,0,0
21,10,0,80,50,20,21,6,0,0
21,12,3,60,42,27,21,6,0,0
21,12,4,87,53,21,21,6,0,0
21,12,3,87,52,22,23,6,0,0
21,14,8,81,49,23,23,6,0,0
21,11,1,70,40,16,23,6,0,0
21,13,5,87,55,28,24,6,0,0
21,12,4,93,55,19,24,6,0,0
21,13,6,93,65,33,24,6,0,0
21,14,8,81,48,35,26,6,0,0
21,13,7,93,68,42,27,6,0,0
21,16,11,88,59,40,32,6,0,0
21,13,6,66,40,18,13,8,0,0
21,11,2,75,53,31,13,8,0,0
21,14,8,93,53,28,14,8,0,0
21,12,3,75,48,21,14,8,0,0
21,13,6,81,54,28,16,8,0,0
21,16,11,72,51,31,16,8,0,0
21,16,11,100,61,31,16,8,0,0
21,14,9,94,74,43,19,8,0,0
21,12,2,70,39,13,19,8,0,0
21,12,4,76,46,21,21,8,0,0
21,12,4,81,51,25,21,8,0,0
21,14,8,100,75,46,21,8,0,0
21,12,3,75,38,15,23,8,0,0
21,14,8,93,59,33,23,8,0,0
21,12,3,75,42,21,23,8,0,0
21,14,9,54,34,18,23,8,0,0
21,12,3,87,60,24,23,8,0,0
21,12,3,75,45,17,23,8,0,0
21,14,9,100,74,43,23,8,0,0
21,16,11,72,50,33,24,8,0,0
21,13,5,87,60,31,26,8,0,0
21,13,6,81,55,29,26,8,0,0
21,13,6,87,56,30,27,8,0,0
21,12,4,100,68,25,32,8,0,0
21,12,4,100,67,35,35,8,0,0
21,13,7,53,45,32,14,10,0,0
21,13,5,81,49,17,14,10,0,0
21,16,10,72,47,27,16,10,0,0
21,16,11,94,78,52,16,10,0,0
21,13,7,93,62,43,19,10,0,0
21,13,7,81,50,27,21,10,0,0
21,14,8,87,55,33,23,10,0,0
21,15,9,76,53,28,24,10,0,0
21,12,4,87,64,37,26,10,0,0
21,11,2,81,39,18,29,10,0,0
21,16,10,66,42,30,35,10,0,0
21,14,8,93,65,43,19,11,0,0
21,12,4,81,47,25,21,11,0,0
21,16,12,88,59,43,23,11,0,0
21,14,9,67,51,40,23,11,0,0
21,13,5,81,43,17,23,11,0,0
21,14,9,62,41,20,23,11,0,0
21,16,10,88,63,43,23,11,0,0
21,14,8,71,56,46,24,11,0,0
21,17,14,88,60,33,24,11,0,0
21,13,6,66,46,33,24,11,0,0
21,17,13,100,81,52,24,11,0,0
21,17,13,82,61,35,26,11,0,0
21,13,6,87,43,19,26,11,0,0
21,16,10,94,65,43,27,11,0,0
21,14,9,66,49,31,32,11,0,0
21,12,3,75,45,21,34,11,0,0
21,14,8,87,54,21,23,13,0,0
21,17,13,94,78,60,26,13,0,0
21,13,6,76,48,25,26,13,0,0
21,13,7,93,59,30,29,13,0,0
21,13,7,71,39,17,34,13,0,0
21,13,5,76,51,28,23,14,0,0
21,16,10,82,50,18,27,14,0,0
21,13,6,70,39,14,29,14,0,0
21,14,8,76,49,25,23,16,0,0
21,16,11,88,51,21,24,16,0,0
21,14,9,66,42,17,26,16,0,0
21,17,13,88,69,40,26,16,0,0
21,14,9,82,64,38,35,18,0,0
21,14,8,67,41,13,29,19,0,0
21,17,14,94,74,59,35,21,0,0
21,18,15,82,67,49,34,24,0,0
21,17,12,77,50,19,34,24,0,0
20,12,4,100,72,40,8,2,0,0
20,20,19,68,64,60,6,3,0,0
20,13,7,94,65,35,10,3,0,0
20,14,8,94,79,56,10,3,0,0
20,17,13,94,81,60,10,3,0,0
20,15,10,100,77,52,11,3,0,0
20,11,3,93,64,30,11,3,0,0
20,12,4,100,72,33,11,3,0,0
20,12,4,93,60,35,13,3,0,0
20,13,6,100,73,35,13,3,0,0
20,16,11,100,80,52,14,3,0,0
20,12,5,93,64,30,16,3,0,0
20,15,10,100,83,52,16,3,0,0
20,10,1,87,66,32,19,3,0,0
20,11,2,93,65,30,8,5,0,0
20,12,4,87,64,35,10,5,0,0
20,10,1,81,52,26,10,5,0,0
20,10,1,93,55,28,11,5,0,0
20,14,8,100,81,49,11,5,0,0
20,11,3,93,59,26,11,5,0,0
20,13,6,93,67,26,11,5,0,0
20,14,9,94,70,43,11,5,0,0
20,10,1,93,59,26,11,5,0,0
20,9,-1,75,41,12,11,5,0,0
20,10,1,93,64,28,11,5,0,0
20,11,2,93,65,30,11,5,0,0
20,13,6,93,57,30,11,5,0,0
20,13,7,100,71,37,13,5,0,0
20,12,4,100,66,37,13,5,0,0
20,16,12,94,80,60,13,5,0,0
20,12,5,87,61,28,13,5,0,0
20,12,5,87,63,37,14,5,0,0
20,16,12,100,77,49,14,5,0,0
20,11,3,93,66,35,14,5,0,0
20,12,5,93,63,40,16,5,0,0
20,11,2,93,64,28,16,5,0,0
20,13,6,93,69,43,21,5,0,0
20,13,6,100,60,26,23,5,0,0
20,13,6,93,68,45,24,5,0,0
20,10,1,87,54,30,26,5,0,0
20,16,12,94,79,60,98,5,0,0
20,11,2,81,50,21,10,6,0,0
20,14,8,87,70,43,11,6,0,0
20,13,7,93,71,37,11,6,0,0
20,10,0,87,49,15,11,6,0,0
20,15,10,88,64,40,13,6,0,0
20,12,5,87,49,21,13,6,0,0
20,14,8,93,73,49,13,6,0,0
20,13,6,87,60,37,13,6,0,0
20,11,3,70,42,18,13,6,0,0
20,14,8,82,62,36,13,6,0,0
20,11,2,87,52,26,14,6,0,0
20,12,5,76,49,28,14,6,0,0
20,13,6,81,58,35,14,6,0,0
20,11,3,81,45,20,14,6,0,0
20,13,6,66,40,21,14,6,0,0
20,16,12,94,78,52,19,6,0,0
20,12,5,100,73,43,21,6,0,0
20,8,-3,64,35,13,23,6,0,0
20,14,9,100,77,49,24,6,0,0
20,16,11,94,76,46,24,6,0,0
20,12,5,100,64,35,24,6,0,0
20,15,10,88,67,43,29,6,0,0
20,17,14,94,73,40,34,6,0,0
20,12,4,87,59,28,13,8,0,0
20,11,3,93,63,42,14,8,0,0
20,12,4,81,50,21,14,8,0,0
20,13,7,93,73,46,14,8,0,0
20,12,4,76,43,18,14,8,0,0
20,12,4,70,41,21,16,8,0,0
20,12,4,87,56,20,16,8,0,0
20,17,14,88,72,49,16,8,0,0
20,13,7,87,59,40,16,8,0,0
20,12,5,93,64,30,16,8,0,0
20,13,6,76,52,21,16,8,0,0
20,11,2,81,52,24,16,8,0,0
20,13,7,82,55,30,21,8,0,0
20,12,4,81,49,26,21,8,0,0
20,12,4,81,49,26,23,8,0,0
20,12,4,81,55,33,23,8,0,0
20,13,7,81,55,37,23,8,0,0
20,16,12,100,65,17,23,8,0,0
20,17,13,88,60,33,23,8,0,0
20,14,9,94,77,55,26,8,0,0
20,13,6,93,61,30,26,8,0,0
20,13,6,100,67,33,26,8,0,0
20,13,7,76,50,19,37,8,0,0
20,14,8,87,61,39,16,10,0,0
20,10,1,87,48,21,16,10,0,0
20,12,4,81,51,26,19,10,0,0
20,15,10,71,57,37,21,10,0,0
20,16,11,94,62,30,21,10,0,0
20,13,6,93,63,30,23,10,0,0
20,11,3,93,64,35,23,10,0,0
20,13,6,93,64,30,24,10,0,0
20,12,4,93,60,28,27,10,0,0
20,12,4,93,51,35,29,10,0,0
20,14,9,88,59,21,29,10,0,0
20,14,8,87,63,34,34,10,0,0
20,16,11,94,71,40,16,11,0,0
20,12,4,70,42,18,21,11,0,0
20,11,3,70,44,20,23,11,0,0
20,15,10,88,67,43,27,11,0,0
20,11,3,100,70,30,32,11,0,0
20,16,11,94,65,42,34,11,0,0
20,14,9,87,53,26,35,11,0,0
20,13,6,81,55,32,37,11,0,0
20,14,9,93,48,15,40,11,0,0
20,16,12,72,57,46,21,13,0,0
20,16,11,94,56,45,23,13,0,0
20,14,8,62,39,23,24,13,0,0
20,11,2,65,39,10,24,13,0,0
20,13,6,87,54,28,29,13,0,0
20,12,5,81,45,21,32,13,0,0
20,14,9,76,43,26,32,13,0,0
20,12,3,81,52,30,35,13,0,0
20,13,6,93,53,21,40,13,0,0
20,14,8,100,61,22,42,13,0,0
20,16,12,94,66,45,23,14,0,0
20,16,11,88,63,30,24,14,0,0
20,16,11,67,40,21,34,14,0,0
20,14,8,87,46,17,47,14,0,0
20,14,8,57,44,35,27,16,0,0
20,17,14,59,37,23,32,16,0,0
20,16,12,67,43,14,34,16,0,0
20,16,11,67,47,24,39,16,0,0
20,16,11,63,50,32,24,18,0,0
20,13,6,66,41,18,26,18,0,0
20,17,13,88,59,37,29,18,0,0
20,16,11,62,48,33,34,18,0,0
20,16,11,82,63,46,34,19,0,0
20,14,9,71,54,43,39,19,0,0
20,17,13,67,48,35,27,21,0,0
20,16,12,77,53,37,29,21,0,0
20,17,13,58,48,30,29,21,0,0
20,17,13,82,63,37,37,23,0,0
20,18,16,63,45,30,37,24,0,0
19,10,2,100,72,43,8,2,0,0
19,13,7,94,80,52,6,3,0,0
19,11,3,100,76,40,6,3,0,0
19,14,9,100,86,64,8,3,0,0
19,12,5,87,56,30,8,3,0,0
19,10,1,100,62,14,8,3,0,0
19,9,0,93,61,24,10,3,0,0
19,12,6,94,81,52,10,3,0,0
19,11,3,87,67,37,10,3,0,0
19,12,5,100,78,43,10,3,0,0
19,11,3,100,78,46,10,3,0,0
19,9,0,100,60,34,11,3,0,0
19,14,10,94,70,42,11,3,0,0
19,12,6,100,77,46,19,3,0,0
19,12,6,100,74,46,8,5,0,0
19,11,4,93,67,40,8,5,0,0
19,13,7,93,76,52,8,5,0,0
19,12,5,93,75,43,8,5,0,0
19,9,-1,87,60,30,8,5,0,0
19,8,-2,93,63,21,8,5,0,0
19,9,0,93,61,21,10,5,0,0
19,12,6,93,72,43,10,5,0,0
19,9,-1,93,64,22,10,5,0,0
19,11,4,100,84,49,11,5,0,0
19,14,9,100,80,56,11,5,0,0
19,14,10,94,72,43,11,5,0,0
19,13,7,94,74,46,11,5,0,0
19,9,0,93,61,23,11,5,0,0
19,11,4,87,50,23,11,5,0,0
19,12,5,93,62,30,11,5,0,0
19,12,6,100,78,52,11,5,0,0
19,8,-2,93,64,24,11,5,0,0
19,10,2,93,70,27,11,5,0,0
19,11,3,93,64,32,13,5,0,0
19,10,1,87,58,32,13,5,0,0
19,12,5,87,64,37,13,5,0,0
19,12,6,87,62,35,13,5,0,0
19,13,7,93,66,35,13,5,0,0
19,11,3,93,58,24,13,5,0,0
19,13,8,93,69,37,13,5,0,0
19,9,0,93,60,30,14,5,0,0
19,12,4,61,38,11,14,5,0,0
19,14,9,100,71,37,19,5,0,0
19,14,9,100,76,52,19,5,0,0
19,11,3,81,49,26,19,5,0,0
19,10,2,75,54,37,21,5,0,0
19,13,8,87,56,24,21,5,0,0
19,12,5,93,67,37,24,5,0,0
19,8,-3,74,45,14,10,6,0,0
19,8,-3,64,35,11,10,6,0,0
19,14,9,87,61,37,11,6,0,0
19,12,5,100,66,23,11,6,0,0
19,11,3,100,58,34,13,6,0,0
19,13,7,93,73,46,13,6,0,0
19,10,2,93,59,28,13,6,0,0
19,12,5,66,46,27,13,6,0,0
19,12,5,81,58,32,13,6,0,0
19,11,3,100,71,34,13,6,0,0
19,11,3,87,51,24,13,6,0,0
19,10,2,81,57,26,13,6,0,0
19,10,1,75,46,26,13,6,0,0
19,11,4,93,56,30,13,6,0,0
19,10,2,93,60,23,13,6,0,0
19,10,2,76,51,35,14,6,0,0
19,11,3,66,38,24,14,6,0,0
19,11,3,87,58,32,14,6,0,0
19,10,2,75,46,23,14,6,0,0
19,10,1,100,65,32,14,6,0,0
19,13,6,87,67,45,14,6,0,0
19,12,5,93,59,26,14,6,0,0
19,11,3,75,52,37,16,6,0,0
19,12,5,93,63,27,16,6,0,0
19,12,6,100,76,47,16,6,0,0
19,10,1,87,45,11,16,6,0,0
19,11,4,87,57,28,19,6,0,0
19,12,6,93,69,37,19,6,0,0
19,12,6,100,67,37,21,6,0,0
19,11,4,93,63,25,21,6,0,0
19,13,8,94,78,55,23,6,0,0
19,12,5,93,74,45,23,6,0,0
19,12,5,93,64,26,24,6,0,0
19,13,8,87,62,34,24,6,0,0
19,12,5,81,61,30,26,6,0,0
19,14,10,87,68,46,13,8,0,0
19,10,1,75,47,22,13,8,0,0
19,10,1,81,40,13,13,8,0,0
19,13,7,100,73,48,13,8,0,0
19,14,11,88,62,40,14,8,0,0
19,11,3,93,58,32,14,8,0,0
19,11,3,75,42,19,14,8,0,0
19,14,10,94,77,56,14,8,0,0
19,12,6,93,65,35,16,8,0,0
19,11,4,62,37,28,16,8,0,0
19,14,9,94,72,46,19,8,0,0
19,13,8,94,71,43,19,8,0,0
19,14,10,94,73,56,19,8,0,0
19,11,3,100,57,23,19,8,0,0
19,13,7,93,65,40,21,8,0,0
19,10,2,81,45,15,21,8,0,0
19,13,7,93,63,37,23,8,0,0
19,10,1,81,51,21,23,8,0,0
19,14,9,71,51,42,27,8,0,0
19,8,-3,80,44,13,27,8,0,0
19,8,-2,75,37,14,29,8,0,0
19,9,-1,86,51,18,32,8,0,0
19,12,6,58,41,24,34,8,0,0
19,12,5,38,25,15,16,10,0,0
19,13,7,93,65,45,19,10,0,0
19,13,6,100,65,36,24,10,0,0
19,13,8,82,57,35,26,10,0,0
19,14,11,77,54,44,26,10,0,0
19,11,4,100,64,29,26,10,0,0
19,11,3,81,48,16,26,10,0,0
19,10,1,87,56,28,27,10,0,0
19,11,4,81,54,26,32,10,0,0
19,12,5,87,59,32,32,10,0,0
19,13,8,93,64,37,35,10,0,0
19,14,10,100,70,37,35,10,0,0
19,12,6,67,48,27,39,10,0,0
19,10,2,87,59,38,39,10,0,0
19,13,7,100,61,22,39,10,0,0
19,13,8,87,59,37,21,11,0,0
19,14,11,94,74,34,23,11,0,0
19,16,12,100,80,49,24,11,0,0
19,12,5,93,67,43,26,11,0,0
19,14,10,82,63,45,27,11,0,0
19,14,9,47,33,15,27,11,0,0
19,14,10,88,54,34,29,11,0,0
19,14,11,94,76,46,29,11,0,0
19,10,1,70,41,18,35,11,0,0
19,14,10,58,39,26,21,13,0,0
19,16,12,77,61,46,24,13,0,0
19,11,4,75,48,28,29,13,0,0
19,11,4,66,37,12,37,13,0,0
19,12,6,87,62,39,39,13,0,0
19,14,9,67,46,19,23,14,0,0
19,14,9,62,36,19,24,14,0,0
19,12,5,57,36,22,26,14,0,0
19,13,8,71,53,40,27,14,0,0
19,13,8,71,48,28,32,14,0,0
19,14,9,76,55,37,40,14,0,0
19,15,11,77,58,32,24,16,0,0
19,14,10,72,57,40,26,16,0,0
19,16,12,77,53,37,27,16,0,0
19,13,8,76,48,24,34,16,0,0
19,13,7,71,50,23,35,16,0,0
19,14,10,77,51,32,40,16,0,0
19,14,11,77,56,37,24,18,0,0
19,14,9,76,51,32,27,18,0,0
19,14,10,71,47,30,29,18,0,0
19,14,11,67,44,30,32,18,0,0
19,14,11,82,66,46,32,18,0,0
19,13,7,82,48,20,32,18,0,0
19,14,11,54,42,30,34,18,0,0
19,14,11,72,54,32,35,18,0,0
19,14,9,66,42,27,32,19,0,0
19,14,10,88,65,45,34,19,0,0
19,14,11,88,62,43,35,19,0,0
19,16,12,94,53,32,32,21,0,0
19,16,12,58,43,28,34,21,0,0
19,13,8,87,62,26,35,21,0,0
19,14,11,94,62,35,37,21,0,0
19,16,12,67,59,43,40,21,0,0
19,14,11,67,43,24,32,23,0,0
19,13,8,57,39,18,39,23,0,0
19,16,12,77,58,41,39,23,0,0
19,14,10,63,51,37,42,23,0,0
19,14,9,76,54,25,39,24,0,0
18,12,6,93,66,37,10,2,0,0
18,11,5,100,66,26,8,3,0,0
18,9,1,87,65,32,8,3,0,0
18,11,4,93,74,48,8,3,0,0
18,9,1,93,63,32,10,3,0,0
18,10,2,87,71,42,10,3,0,0
18,13,9,94,75,40,10,3,0,0
18,11,4,100,78,49,11,3,0,0
18,10,2,100,71,40,11,3,0,0
18,12,7,100,79,56,11,3,0,0
18,8,-1,93,60,26,13,3,0,0
18,11,4,61,38,15,13,3,0,0
18,13,8,100,81,52,16,3,0,0
18,11,4,100,76,42,19,3,0,0
18,9,0,93,59,30,8,5,0,0
18,9,0,100,78,37,8,5,0,0
18,10,3,100,73,40,8,5,0,0
18,11,5,87,62,36,10,5,0,0
18,10,2,93,71,42,10,5,0,0
18,10,2,81,58,30,10,5,0,0
18,9,1,87,59,30,10,5,0,0
18,12,6,82,67,42,11,5,0,0
18,9,0,93,62,30,11,5,0,0
18,8,-1,93,62,28,11,5,0,0
18,10,3,100,79,56,11,5,0,0
18,9,1,93,74,42,11,5,0,0
18,14,12,82,75,68,11,5,0,0
18,11,5,93,76,49,11,5,0,0
18,13,8,93,74,52,11,5,0,0
18,9,1,100,82,49,11,5,0,0
18,8,-1,93,63,19,11,5,0,0
18,13,9,100,79,45,11,5,0,0
18,10,3,93,61,34,13,5,0,0
18,12,6,100,84,59,13,5,0,0
18,10,2,70,42,19,13,5,0,0
18,12,7,100,73,49,13,5,0,0
18,11,5,100,76,49,13,5,0,0
18,9,1,93,69,32,13,5,0,0
18,9,1,93,66,30,14,5,0,0
18,8,-1,69,38,12,14,5,0,0
18,12,6,100,72,42,14,5,0,0
18,9,1,100,64,26,14,5,0,0
18,10,3,93,62,28,14,5,0,0
18,10,3,93,59,32,16,5,0,0
18,11,5,93,71,45,19,5,0,0
18,11,5,93,60,34,19,5,0,0
18,9,1,100,70,34,19,5,0,0
18,10,2,81,58,30,23,5,0,0
18,13,8,100,77,49,29,5,0,0
18,9,0,100,69,30,10,6,0,0
18,10,2,75,44,22,11,6,0,0
18,10,2,93,71,40,11,6,0,0
18,10,2,87,52,21,11,6,0,0
18,10,2,48,27,16,13,6,0,0
18,9,1,87,52,27,13,6,0,0
18,10,2,81,54,24,13,6,0,0
18,13,8,100,79,49,13,6,0,0
18,13,8,100,81,50,13,6,0,0
18,9,1,100,64,36,14,6,0,0
18,10,2,81,57,39,14,6,0,0
18,14,12,94,75,56,14,6,0,0
18,12,7,93,67,42,14,6,0,0
18,7,-3,74,44,15,14,6,0,0
18,12,7,93,71,48,14,6,0,0
18,9,1,75,47,18,14,6,0,0
18,12,7,100,67,34,16,6,0,0
18,14,10,100,86,68,16,6,0,0
18,10,2,70,48,28,16,6,0,0
18,6,-6,63,31,8,16,6,0,0
18,14,10,88,73,42,19,6,0,0
18,10,3,87,67,42,21,6,0,0
18,9,1,70,40,17,21,6,0,0
18,10,3,100,68,34,23,6,0,0
18,14,10,100,84,55,23,6,0,0
18,12,7,93,60,24,26,6,0,0
18,13,8,88,61,37,27,6,0,0
18,13,9,93,69,42,27,6,0,0
18,10,2,87,55,32,11,8,0,0
18,10,3,70,44,23,14,8,0,0
18,9,1,87,71,45,14,8,0,0
18,12,7,100,75,34,14,8,0,0
18,9,-1,64,31,9,14,8,0,0
18,9,0,75,52,34,16,8,0,0
18,12,6,94,68,40,16,8,0,0
18,12,6,93,73,41,16,8,0,0
18,12,6,93,59,37,19,8,0,0
18,12,6,62,38,21,19,8,0,0
18,10,2,93,56,30,19,8,0,0
18,13,9,100,74,45,19,8,0,0
18,10,2,87,51,16,19,8,0,0
18,11,5,87,60,36,21,8,0,0
18,10,3,75,48,30,23,8,0,0
18,13,8,81,49,20,23,8,0,0
18,11,5,93,70,40,23,8,0,0
18,11,4,93,80,49,24,8,0,0
18,13,8,100,70,42,26,8,0,0
18,13,9,87,74,59,26,8,0,0
18,10,2,100,64,27,27,8,0,0
18,11,5,93,59,34,34,8,0,0
18,12,6,81,52,28,37,8,0,0
18,8,-1,93,62,26,42,8,0,0
18,12,6,76,50,30,16,10,0,0
18,14,10,82,63,52,19,10,0,0
18,11,4,81,56,42,19,10,0,0
18,14,11,94,77,49,19,10,0,0
18,11,4,93,67,42,23,10,0,0
18,13,8,66,44,26,29,10,0,0
18,12,7,81,58,32,32,10,0,0
18,12,7,100,76,49,34,10,0,0
18,10,2,93,57,27,34,10,0,0
18,14,10,94,72,48,21,11,0,0
18,14,10,76,59,42,24,11,0,0
18,13,8,76,57,39,26,11,0,0
18,14,10,82,55,23,26,11,0,0
18,12,7,87,51,22,29,11,0,0
18,13,9,66,47,30,32,11,0,0
18,12,6,87,51,18,32,11,0,0
18,12,6,76,52,18,34,11,0,0
18,14,11,88,52,34,23,13,0,0
18,12,6,71,56,42,23,13,0,0
18,11,5,76,49,22,24,13,0,0
18,10,3,81,53,37,26,13,0,0
18,12,6,76,53,30,27,13,0,0
18,13,9,87,71,48,26,14,0,0
18,10,3,81,58,44,32,14,0,0
18,14,12,88,73,56,35,14,0,0
18,12,7,62,43,27,37,14,0,0
18,12,7,82,57,32,48,14,0,0
18,14,10,77,50,30,27,16,0,0
18,13,8,87,58,31,27,16,0,0
18,13,9,71,52,39,29,16,0,0
18,14,10,88,59,37,29,16,0,0
18,10,2,66,44,31,29,16,0,0
18,14,11,94,70,52,32,16,0,0
18,13,8,58,40,22,35,16,0,0
18,14,11,76,54,34,24,18,0,0
18,14,9,82,55,42,37,18,0,0
18,13,9,72,53,39,29,19,0,0
18,14,12,77,66,52,37,19,0,0
18,13,9,62,43,28,37,19,0,0
18,13,8,76,60,48,34,21,0,0
18,14,10,82,58,27,35,21,0,0
18,16,13,63,46,30,45,21,0,0
18,14,12,94,84,72,32,23,0,0
18,14,10,76,60,48,32,23,0,0
18,12,7,66,47,18,32,23,0,0
18,13,9,62,53,42,37,24,0,0
17,8,-1,93,73,34,8,2,0,0
17,9,2,100,77,39,8,3,0,0
17,9,2,87,67,39,8,3,0,0
17,13,11,100,85,68,8,3,0,0
17,12,7,94,80,59,10,3,0,0
17,9,2,93,72,34,10,3,0,0
17,13,9,87,68,45,10,3,0,0
17,8,-1,93,60,34,11,3,0,0
17,8,-1,86,55,24,11,3,0,0
